acorn_out1.png,"stem, cap, smooth, woody, poisonous, rough, pointy, natural, intact, scaly|acorn, squirrels, hard, pithy, green, brown, fairy hat, oak, tree"
garbagebin_out1.png,"plastic, lidded, two wheels, formed, one handle, gray, 96 gallon|Trash day, recycle day, curb pickup, full, rolling, garbage, recycles, big trash trucks"
garbagebin_out1.png,"Large hollow container, durable, thick plastic material, two round plastic wheels|Trash can, garbage truck, old smelly food, torn paper, empty boxes"
garbagebin_out1.png,"lid, wheels, handles, grey, compact, tall, vertically long, hinges, plastic|garbage, disposal, smelly, chores, filth, trash day, gross, loud when pulled"
garbagebin_out1.png,"lid, garbage can, grey, black wheels, hinges, pushable, handle, large|trash, garbage day, yard work, dragging, pushing, food, recycling, leaves"
garbagebin_out1.png,"Garbage bin, two  black wheels, rectangle shaped, square lid, grey colour.|cleanliness, recycling, stinky, disposal, houses, institutions, movable, trash, dirt, garbage."
gardenutilityvehicle_out1.png,"tractor, farming, vehicle, farmer, outside, crops, plants, fruits, vegetables, growing, growth|I think of a farmer driving this machine to tend to his crops."
gardenutilityvehicle_out1.png,"four wheels, steering wheel, two seats, wagon, two headlights, battery|riding around, fun, picking up leaves, running over things, airy"
gardenutilityvehicle_out1.png,"Square strong metal vehicle, four deeply grooved rubber tires, round black steering wheel|Small jeep utility vehicle, child's electric car, yard work, driving"
gardenutilityvehicle_out1.png,"wheels, tires, bed, seats, steering wheel, headlights, metal, arm rests|fun, vehicle, driving, summer, driving, adventure, street, trips, vacation, friends"
gardenutilityvehicle_out1.png,"two seats, four wheels, off road, vehicle, steering wheel, farm equipment|atv, off road, rural, farm, outdoors, utility, tractor, hauling, transportation"
gardenutilityvehicle_out1.png,"jeep, tires, seats, steering wheel, vehicle, headlights, truck bed, drivable|driving, adventure, fun, mud, terrain, jungle, off road, nostalgic, cool"
gardenutilityvehicle_out1.png,"electric powered, child's toy, entertainment, truck, wheels, black and white|I think of riding an electric car when I see this."
gardenutilityvehicle_out1.png,"a small two seat truck with a plastic bed and a black steering wheel|watching the gardeners at the baseball field drive around, watching people ride in the small trucks at nurseries"
gardenutilityvehicle_out1.png,"wheels, heavy, vehicle, motorized item, human made device, lights, mobile, metal|I wonder how much one of these things costs right now"
gardenutilityvehicle_out1.png,"steering wheel, truck bed, tires, lights, bumper, seats, plastic, metal |army, war, hurry, danger, bullets, scared, infantry, battle, guns, helmets"
gardenutilityvehicle_out1.png,"4 tires, 2 seats, steering wheel, truck bed, it's a moving cart|it's a moving cart, it can carry things or people"
gardenutilityvehicle_out1.png,"rugged tires, dark steering, two chairs, two headlights, wagon, open roof|gardening and farm equipment, plantation and beach patrol vehicle, noise"
gardenutilityvehicle_out1.png,"chunky wheels, two seats, traditional steering wheel, area on back for cargo|it looks like it's a toy, it seems smaller than a real one"
globe_out1.png,"road, states, countries, sits on a stand, oceans, metal, words|this is standard globe, should be spun, can be rotated"
globe_out1.png,"globe, spin, world, shiny, metal bracket, china, ocean earth, map|it looks like a globe that's more for looking at than using"
globe_out1.png,"fancy globe, base, map, united states, brown, multi colored, tall|fancy, dignified, classroom, study decoration, leather chairs, dark colored wood, spins"
globe_out1.png,"round globe, stand, miniature of how the world looks, shows you locations of countries|classy library, school, growing up, Africa, want, study, old fashioned in a good way, atmospheric"
globe_out1.png,"globe, circle, tool, device, human made tool, colors, shiny, metal|I wonder when this item was invented and how it was"
globe_out1.png,"round, spin, sphere, stand, spinning, colorful, countries, oceans, places, history|history class, countries, rivers, states, continents, places, school, education, class"
globe_out1.png,"GLOBE, SPHERE, RING, HOLDER, BASE PLATE, ROTATE,WORLD MAP, CONTINENTS, SMOOTH, GLOSSY.|WORLD, GLOBAL WARMING, NATURE, TRAVEL, VOYAGE, BALL, SPINNING, ROTATION , REVOLUTION."
globe_out1.png,"globe, Earth, planet, history, geography, countries, continents, Antarctica, North America, South America, Europe|I think about being stuck in a boring history class as a kid."
globe_out1.png,"many countries and continents, lots of water, round, base, metal|map of the world, many places to visit and explore"
globe_out1.png,"Grey, globe, stand, countries, continents, sphere, ball, cartography, round not flat|Ships, travel io by sea, Columbus, explorers, a fancy study"
globe_out1.png,"Stand, Globe, Metal, Spin, Countries, Continents, Water, Landforms, Oceans, Turning|School, Geography, History, Elementary School, Teachers, Students, Classrooms, Countries, Continents"
globe_out1.png,"an antique globe on a metal base, slightly tilted on the side|the globes I used to look at when I was in elementary school"
globe_out1.png,"desaturated, base, stand, globe, picture, latitude, longitude, reflection, world, metal|black and white, planet, antique, toy, educational, geography, useful, learning"
hairdryer01a_out1.png,"a cord at the base, a button on the handle, a cylindrical body|blow-drying, woman's hair, fresh, good smell, females, hot air, a lot of noise"
hairdryer01a_out1.png,"cord, plastic, coils, use to dry hair, emits hot blowing heated air|morning ritual, makes hair brittle, annoying, loud, electrocution, styling, bathroom"
hairdryer01a_out1.png,"made of hard plastic, has long cord, different settings, gets hot|drying my hair, ruining my hair, burning fingers, gets too hot"
hairdryer01a_out1.png,"handle, cord, power, device, hair dryer, dryer, tool, household item|I think of times that I operated this device and what it does."
hairdryer01a_out1.png,"hair dryer, cord, hard plastic, older model, button, hot, electricity|wet hair, shower, retro, women's hair product, bathroom, water hazard"
hairdryer01a_out1.png,"blow dryer, hairstyle, low and high, attached cord, compact version, travel size|This little blow dryer reminds me of the one I used for nearly six years, the cheap hair dryers are better than the expensive ones in some cases, I barely blow dry my hair these days."
hairdryer01a_out1.png,"many different holes, cord, ridges, plastic, switch, metal inside, cord holder|blow drying hair, hotel blow dryer, no good, no brand"
hairdryer01a_out1.png,"Black plastic gun shaped, front circular vent for hot air, cord threaded through the bottom|Hair dryer, loud windy sound, fluffy hair, hot to the touch, dangerous near water"
hairdryer01a_out1.png,"handle, blow dryer, wiring, switch, plastic, coils, ergonomic grip, ring to hang it up|heat, heating, drying, dry, suicide, wet hair, shower, styling hair"
hairdryer01a_out1.png,"blow dryer, on-off switch, cord, gun shape, handle, concentric rings on end|Farrah Fawcett feathered hair, the '80s, blow-out salons, overheated dryer, hot hair smell"
hairdryer01a_out1.png,"plastic hair dryer, electrical cord, hanging hook, power switch, air vent|drying my hair, hurting hand and arm, warm air, dry eyes, washing, shampoo, vented brush"
hairdryer01a_out1.png,"plastic, long black cord, coils on front to disperse air|it looks like a really cheap hair dryer, like it wouldn't work very well"
hairdryer01a_out1.png,"travel blow dryer, multiple settings, retractable cord, easy to use|great for traveling, small so it's easy to store, takes up little space"
handbrush01_out1.png,"long bristles, curved handle, hole at end for hanging up|would be uncomfortable, looks like a brush for a horse or dog"
handbrush01_out1.png,"stiff bristles, dark colored, hole in the end for hanging, wood maybe plastic handle|long hair, Rapunzel, tangles, shower, wet hair, hair products, brunette, blonde, redhead"
handbrush01_out1.png,"Bristles, black, handle, hole, stroking, brushing, moving, using, holding, touching|I think of how I brush my hair every morning"
handbrush01_out1.png,"Very rough bristles, A sturdy handle, Light weight, Dark color|Scraping paint off something, A man scrubbing something dirty clean"
handbrush01_out1.png,"brush, hair, pull, push, rough, handle, hole, brown, wood, spikes|hair, combing, brushing, uncomfortable, pulling, pushing, through, wood, head, color"
handbrush01_out1.png,"brush, wooden handle, many bristles, highly concentrated bristles, hole at end of brush|really concentrated bristles, might not be the best for hair, would depend on hair type"
handbrush01_out1.png,"long handle, lots of soft bristles, hard plastic, hole, fiber|brushing my hair, spanking a butt, losing a lot of hair"
handbrush01_out1.png,"Brush, handle, wood or plastic, bristles, combs hair, prickly, black|getting ready in the morning, cleaning a grill, wire, barbequing"
handbrush01_out1.png,"a brush for long hair with a wooden and curved handle|brushing a horse's mane, watching a woman brush her long hair"
handbrush01_out1.png,"Handle, Bristles, Head, Firm, Plastic, Grip, Hanging hole, Black, Long, Angled,|Hair, Style, Beauty, Soft, Prickly, Shampoo, Haircuts, Conditioner, Hairspray, Hair gel,"
handbrush01_out1.png,"handle with a hole in it, dark colored bristles, curved|hair dressing tools, hair salon kit, long hair, cleaning apparatus"
handbrush01_out1.png,"bristles, handle, wood, boar hair, use this to brush hair|nice, old fashioned, softens hair, getting ready, in bathroom, girls"
handbrush01_out1.png,"Smooth contoured wooden handle, hole through end, sharp dense bristles|Hairbrush, comb, head, style, grooming, brushing, massage, shampoo, long hair"
handcuffs_out1.png,"steel handcuffs, chain linked, secured by lock, open and close to restrain wrists|Police officers protecting their communities, safety, restraints, putting criminals in jail, security for law abiding citizens"
handcuffs_out1.png,"Cuffs, metal, A chain, Very solid, Very cold, Cant be broken|A prisoner wearing handcuffs, A cop slapping cuffs on somebody"
handcuffs_out1.png,"Metal, locking, restraint, adjustable, hard, cold, wrist holes, chain, clasps|Prison, criminals, police officers, struggles, arresting someone, sexual fantasies, keys, being restrained"
